ArticleID,ArticleTitle,Rec1,Rec2,Rec3,Rec4,Rec5
-3206777048078326150,Google IO 2016: A look at how not to run a large event,"Google I/O 2016 preview: Android N, Android VR, Project Chirp, Play Store on Chromebooks and more!",Get ready for Google I/O 2016,New Sessions Added To Google I/O 2016 Schedule,"Google I/O 2016 Preview: Machine Learning, Virtual Reality And Android N - ARC",Google I/O 2016 Preview: A Chrome/Android merger? Project Tango? VR?
-4974757204495953627,Alecrim/AlecrimCoreData,Building immutable entities into Google Cloud Datastore,Exploring Java's Hidden Costs,Real World Swift Performance,SwiftyDB - An alternative for managing SQLite Databases on iOS,Benchmarks for the Top Server-Side Swift Frameworks vs. Node.js
-6858665134018491791,Chat Smarter with Allo,Saying �� to Allo and Duo: new apps for smart messaging and video calling,"Deep Learning for Chatbots, Part 1 - Introduction","Deep Learning for Chatbots, Part 2 - Implementing a Retrieval-Based Model in Tensorflow",Graph-powered Machine Learning at Google,"Google saves Allo conversations, a win for machine learning but a loss for privacy - Tech2"
1468327003955810686,What is WebAssembly? The Dawn of a New Era - JavaScript Scene,WebAssembly Browser Preview,You SHOULD Learn Vanilla JavaScript Before JS Frameworks - Snipcart,Leveling Up Your JavaScript -,A Baseline for Hybrid Mobile Developers,JavaScript Conquered the Web. Now It's Taking Over the Desktop
-1453783314552286835,Progressive Web App - first introduced on Google I/O | airberlin,The Business Case for Progressive Web Apps,Caching best practices & max-age gotchas,Separating Concerns through Service Worker Helpers - Ben and Dion,Road to Polymer 2.0,Building Flipkart Lite: A Progressive Web App
6045455576279706291,Google isn't abandoning Hangouts for its new chat apps,Saying �� to Allo and Duo: new apps for smart messaging and video calling,"Google launches Duo video calling app, a dull cross-OS FaceTime rival",Google's Hangouts still has a future: as an enterprise communication app,"Google saves Allo conversations, a win for machine learning but a loss for privacy - Tech2",Google's artificial intelligence is going in the wrong direction
8076265166566225141,The Year in Design - Zeldman on Web & Interaction Design,Time to Re-Think Design Thinking,The Future of Business is Design,What exactly is a design culture? ,Three Lessons for Design-Driven Success,Calm down: Google's use of Material Design on iOS is fine
379773866860040428,Firefox edges out Microsoft globally for first time in browser wars | StatCounter Global Stats,Browser Trends December 2016: Mobile Overtakes Desktop,Introducing Casting into Hangouts,firefox vs rthreads,Chrome OS now has Material Design for the desktop,Google I/O 2016 Preview: A Chrome/Android merger? Project Tango? VR?
3256054536066714292,Google moves to replace Flash with HTML5,The Truth About Multiple H1 Tags in the HTML5 Era,"Facebook's New Mobile Test Framework Births Bottom Tab Bar Navigation Redesign For iOS 5, 6, & 7","Globo.com Uses NGINX for Streaming Media to 500,000+ Viewers",[Tools] 12 Apps for Live-streaming Video,Globo.com ramps up live streaming for Olympic Games | ZDNet
4915137112517573184,Portugal runs for four days straight on renewable energy alone,Serious Business: Should Renewable Energy Continue Receiving Government Subsidies?,Growing Global Electricity Consumption Is Not Just Bitcoin's Fault,Ethereum Used for 'First' Paid Energy Trade Using Blockchain Tech - CoinDesk,Google shares data center security and design best practices,"Google unleashes DeepMind on energy-hungry datacenter, cutting cooling bill by 40 percent"
4833869287568225997,7 Powerful Habits That Make You More Assertive,A Harvard Psychologist Says This Trait Matters Most: 10 Ways to Make a Great First Impression,Seniority,The Three Language Acquisition Stages,Stop Trying to Sound Smart When You're Writing,So long MVP. Hello Minimum Loveable Product.
-3285620956704836473,The Top 10 Companies Millennials Want to Work For,What Millennials Want from a New Job,Living the Millennial Dream - ABODO,"Millennials Don't Care About Owning Cars, And Car Makers Can't Figure Out Why",Marketing To Millennials: 'Dope' Takeaways From 'Just Dance 2017',Johnson & Johnson Targets 85% of Apps in Cloud by 2018
288653248451617914,"Google and Levi's team up on a ""connected"" jacket that lets you answer calls, use maps, and more",Google Unveiled A Partnership With Levi's To Create Smart Clothing,Introducing the new Google Play Music,"Google I/O 2016 preview: Android N, Android VR, Project Chirp, Play Store on Chromebooks and more!",This year's Founders' Letter,"Google's I/O Is a Little Like Disneyland, and a Little Like a Garage Sale"
5827857898404399503,"Google's I/O Is a Little Like Disneyland, and a Little Like a Garage Sale",Google I/O 2016 Preview: A Chrome/Android merger? Project Tango? VR?,"Google I/O 2016 Preview: Machine Learning, Virtual Reality And Android N - ARC",NYT: Google To Announce Alexa Competitor Called 'Google Home' At I/O,"Google I/O 2016 preview: Android N, Android VR, Project Chirp, Play Store on Chromebooks and more!",8 things to expect from Google's biggest event of the year
8342423402350940832,Raspberry Pi with cloud vision at Google I/O - Raspberry Pi,"How to build a robot that ""sees"" with $100 and TensorFlow","How to build a robot that ""sees"" with $100 and TensorFlow",Vision API - Image Content Analysis,Raspberry Pi gets an 8-megapixel Sony camera upgrade,Asus ready to take bite of 'Pi' market with Tinker micro PC
-6035458164887182128,"The price of Ether, a bitcoin rival, is soaring because of a radical, $150 million experiment",The Biggest Crowdfunding Project Ever Was Supposed to Create Manager-free Companies. But It's a Mess,Five Bitcoin and Ethereum Based Projects to Watch in 2016 - Blockchain Investment Vehicles,EB124 - Rune Christensen: Maker Dao Ethereum's Decentralized Central Bank by Epicenter Bitcoin,Spring DAO vs Spring ORM vs Spring JDBC,"Eyeing Volume, Asian Exchanges Add Support for Ether Trading - CoinDesk"
-1753606726398516179,Adulterated Objective-C,Apple Releases First Preview of Swift 3.0 for Developers,Google may be considering Swift for use on Android,C# vs. Swift - Iron Man vs. Captain America,Developing iOS 9 Apps with Swift - Curso grátis de Stanford no iTunes U,Swift Top 10 Articles For The Past Year (v.2017)
6852597772196653540,Firebase and Google Cloud: better together,Android Quickstart - Firebase,Top 10 GCP sessions from Google I/O 2016,Google's Firebase Team Picks Up Twitter's Fabric,"Google I/O 2016: Develop, Grow & Earn",8 must-see sessions for application developers at Google Cloud Next '17
5206308811707978799,The rise of APIs,A Tale of 2 API Platforms - GGV Capital,The Rise of the API-based SaaS,Most Interesting APIs in 2016: Cognitive Computing,The Netflix Tech Blog: Engineering Trade-Offs and The Netflix API Re-Architecture,Assessing Salesforce's platform and ecosystem | ZDNet
7062745737910050042,Here are the SDKs Top Mobile Apps Use,This Tiny Robot Lets You Play God With Huge AI,Qualcomm Snapdragon 820 Deep Learning SDK Nudges Local Neural Nets Closer To Mainstream,Qualcomm's deep learning SDK will mean more AI on your smartphone,Test and deploy to Google App Engine with the new Maven and Gradle plugins,Google's Firebase Team Picks Up Twitter's Fabric
3510349622718287202,20 Percent Will Stop Reading Your Email If You Make This One Mistake,Email Isn't The Thing You're Bad At,Hiri wants to fix the workplace email problem,AI Is Here to Help You Write Emails People Will Actually Read,Measuring email effectiveness in retail banking,Certeza que devemos marcar uma reunião?
-6174871522512566947,Program your way to your next grocery delivery,Google's OnHub router finally gets some smart home features via IFTTT,Amazon has a huge opportunity in grocery delivery,"5 awesome Google Keep features you aren't using, but should be",How A.I. and chatbots can help retailers create unique in-store experiences,The future of traditional retail is digital
-6634868367571835312,A study on scale: WhatsApp & Google Drive... the story of our integration,Facebook's WhatsApp does something very different than Google,WhatsApp just released desktop apps for Mac and Windows,"Google Drive grows more powerful, feature by feature - TechRepublic",[Security] How to Set Expiration Dates for Shared Google Drive Files,Google connects BigQuery to Google Drive and Sheets
2858969450431709251,Google I/O 2016: Android's failure to innovate hands a Apple free run at WWDC,Google I/O 2016 Preview: A Chrome/Android merger? Project Tango? VR?,8 things to expect from Google's biggest event of the year,"What's new in Android: the N-Release, Virtual Reality, Android Studio 2.2 and more | Android Developers Blog","Google I/O 2016 preview: Android N, Android VR, Project Chirp, Play Store on Chromebooks and more!",How Android gets to 100% market share
-2559385310537355580,"Google's head of advertising talks ad blocking, mobile and micropayments",Google : End Of The Online Advertising Bubble,Mobile marketing statistics 2016,This year's Founders' Letter,"Telecoms open shop on Madison Avenue, but will brands buy?",Breaking: Apple's Search Ads go LIVE!
1981046186743381313,State of the Digital Nation 2016,Can Accenture Take Over Advertising?,Organizing for digital acceleration: Making a two-speed IT operating model work,The new tech talent you need to succeed in digital,So long MVP. Hello Minimum Loveable Product.,How to get the most from your agency relationships in 2017
-1081723567492738167,'Magenta' Is Google's New Project To Make Art With Artificial Intelligence,Machine learning at the museum: this week on Google Cloud Platform,Celebrating TensorFlow's First Year,"Google Sprints Ahead in AI Building Blocks, Leaving Rivals Wary",Google Is About to Supercharge Its TensorFlow Open Source AI,​Google's AI software is moving into your iPhone
5947470908330062710,Apache Spark as a Compiler: Joining a Billion Rows on your Laptop: A deep dive into the new Tungsten Engine.,Making Apache Spark Easier to Use in Java with Java 8 - Cloudera Engineering Blog,"Google Cloud Dataproc - the fast, easy and safe way to try Spark 2.0-preview | Google Cloud Big Data and Machine Learning Blog",Spark fragmentation undermines community,GPU Acceleration in Databricks,Google's Cloud Dataflow stomps on Apache Spark in new benchmark tests
