ArticleID,If you liked,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
-6058152698516590252,"Coca-Cola é 1ª da lista ""Fortune"" a repor toda a água usada | EXAME.com",Walmart compra startup para brigar com Amazon | EXAME.com,America's allies are preparing for a bumpy ride,Five things to include in your digital transformation playbook,Microsoft's CEO Explores How Humans and A.I. Can Solve Society's Challenges-Together,Carrefour começa a operar e-commerce no Brasil | EXAME.com
-6035458164887182128,"The price of Ether, a bitcoin rival, is soaring because of a radical, $150 million experiment",How Indra Nooyi Turned Design Thinking Into Strategy: An Interview with PepsiCo's CEO,Brazil's Banco Bradesco Joins R3 Consortium - CoinDesk,"Terrapattern is reverse image search for maps, powered by a neural network",Google e GFT firmam parceria para testes com foco em blockchain - Startupi,Cloud Storage Goes Mainstream: Storj Launches Beta Joining Azure BaaS
-6009377241272750648,Nespresso,Why image recognition is about to transform business,From fine wine to lotteries: Blockchain tech takes off - BBC News,Google Cloud Goes to the Farm,Introducing the Startup Battlefield companies of Disrupt NY 2016,Mobile marketing statistics 2016
-6005035774300213929,"Cloud Shell now GA, and still free",Top 10 GCP sessions from Google I/O 2016,Dries Buytaert,"Open Source Won. So, Now What?","Thunder, a Drupal distribution for publishers","Google Pixel, o primeiro smartphone feito pelo Google | Google Discovery"
-5997769775112032630,How bot-to-bot could soon replace APIs,Machine Learning as a Service: How Data Science Is Hitting the Masses,This is the scientific reason we're addicted to our phones,Adobe quer potencializar área de marketing digital - Meio & Mensagem,Adobe CQ/Adobe AEM,Webinar Salesforce - Best Practices for Advanced Lightning Apps
-5976464170927897250,The Pulse of a City - Uber Engineering Blog,Million Song Dataset | scaling MIR research,Scala is the new golden child,"Pinterest acquires the team behind Fleksy, a custom iOS and Android keyboard",Physicists have discovered what makes neural networks so extraordinarily powerful,The emerging Darwinian approach to analytics and augmented intelligence
-5973686110278905367,The Internet of Things,Apple and Google Are Teaming Up to Kill Robocalls Forever,Carros conectados impulsionarão diferentes indústrias | Sonho Seguro,This startup uses machine learning and satellite imagery to predict crop yields,Honda: mulheres já respondem por 50% das vendas via consórcio,Samsung lança dispositivo para deixar carro conectado a partir de chip 4G - Link - Estadão
-5953227649059336919,Life Beyond Email: Chatbot Marketing,Graphene and Silly Putty Creates a Super-Sensitive Strain Sensor,Veja como funciona o assistente da Adobe que faz edições com comandos de voz,3M e o perfil intraempreendedor | Endeavor Brasil,6 New Tech Gadgets That Will Simplify Your Life in 2017,Vídeos de testes unitários em sistemas embarcados - Embarcados
-5952729859839521828,Investimentos em coaching e mentoring aumentam nas empresas,O valor de seu trabalho de coaching vai depender de suas habilidades de acompanhamento - Harvard Business Review Brasil,How to augment your career with leadership coaching,Como resolver conflitos no ambiente corporativo us,O que você deve fazer para se tornar um líder melhor?,Lean IT is all about people - o Lean na TI é focado em pessoas
-5941854046477982982,Google lança teclado virtual para iPhone com recursos de pesquisa | Google Discovery,"Projeto Ara, o smartphone modular do Google, pode chegar ao mercado em 2017 | Google Discovery",Google moves to replace Flash with HTML5,Dial in with ease using the latest Google Calendar app for Android,Embed charts from Google Sheets in Google Docs and Slides and update them with a single click,New ways to keep data flowing between your apps and ours
-5920475612630001479,How it feels to learn Javascript in 2016,I Peeked Into My Node_Modules Directory And You Won't Believe What Happened Next - friendship .js,Node.js Best Practices - How to Become a Better Developer in 2017 | @RisingStack,Ciclistas relatam roubos com agressividade na avenida dos Andradas,Visual Studio Code Now Supports Debugging of iOS Web Apps,Java Tools and Technologies Landscape Report 2016 | zeroturnaround.com
-5917314377186856799,Artigos e Palestras - Programa Agricultura de Precisão do SENAR,Outlook 2026 - Projeções para o Agronegócio Brasileiro,Rede Agricultura de Precisão II,[Article] 23 fascinating diagrams reveal how to negotiate with people around the world,A reunião secreta em que Wall Street testou dinheiro digital | EXAME.com,Plano Nacional de IoT chega em março com parceria entre MCTIC e BNDES
-5912792039759735631,Five questions boards should ask about IT in a digital world,Digital Leadership Is Not an Optional Part of Being a CEO,Primeiro chatbot do varejo brasileiro no Facebook Messenger já está funcionando - Startupi,The Digital Transformation Playbook: Rethink Your Business for the Digital Age (Columbia Business School Publishing) eBook Kindle,Accenture and Adboe team on customer enegagement,Latin America's chronic inefficiency could drive more O2O commerce growth
-5879360586463363298,Introducing LambCI - a serverless build system,"Código Google: Provedor de segurança ""Crypto"" descontinuado no Android N",On DRY and the cost of wrongful abstractions,Monitoramento em tempo real com Elasticsearch e Kibana,All Together Now. Introducing G Suite.,10 Modern Software Over-Engineering Mistakes
-5850390492300666299,Microservices: Real Architectural Patterns,SOA com microserviços - Sensedia,Taking Microservices Home - NGINX,Migrating to the New Java 8 Date Time API | Baeldung,Learn Microservices in Java - DZone - Refcardz,Dicas para aumentar produtividade: 14 dicas incríveis.
-5848755753905481990,"Incrível, Skype se lembrou que o Linux existe!","Tabs vs Spaces: How They Write Java at Google, Twitter, Mozilla and Pied Piper | Takipi Blog",Practical VPC Design - AWS Startup Collection,Object calisthenics: Change the way you code,Firebase and Google Cloud: better together,VMware Cloud™ on AWS - A Closer Look - frankdenneman.nl
-5848514031542611523,Promoting gender equality through emoji �� ��,"O meme 'Luiza, você está atenta?' explicou da melhor forma o machismo na área da tecnologia",#iLookLikeAnEngineer: One Year Later,Concurso Literário Leia Mulheres + Sweek | Sweek,A importância dos filmes de mulherzinha - Capitolina,Criadas para casar
-5847687782206566321,Google começa a preparar o Android para a chegada do Assistant | Google Discovery,Fuchsia: Google está construindo um novo sistema operacional sem estrutura do Linux | Google Discovery,Slack and Google announce partnership focused on better integrating their services,"Meet Mycroft, the open source AI who wants to rival Siri, Cortana, and Alexa | ZDNet",From Insight-as-a-Service to insightful applications,Readable Content Guides
-5845411843260276924,Lean and banking: the pot of gold waiting to be discovered | Blog post,Aplicativo Celcoin oferece a possibilidade de trocar bitcoins por crédito em reais,I've got standards - which one do you want? [UPDATE 5 APRIL 2016],Startup usa algoritmo e rede social para aprovar empréstimos | EXAME.com,"Idwall, a startup de dados que bancos, fintechs e empresas de pagamento estão de olho.",Goodbye accountants! Startup builds AI to automate all your accounting
-5843518165523212471,A saga do jovem CEO da Dasa,Dasa compra maior rede de laboratórios do Nordeste,Onde a tecnologia e o cuidado se encontram? - Saúde Business,The omnichannel customer experience is poised to take off in regulated industries,[Framework] Lean IT Governance,[Webinar] PMI | Project Management Institute
-5839185923562195912,What's the Version of my Deployed Application? - DZone DevOps,AWS Certified Solutions Architect Professional – Study Guide – Domain 5.0: Data Storage for a complex large scale deployment,AWS Certified Solutions Architect Professional – Study Guide – Domain 4.0: Network Design for a complex large scale deployment (10%),AWS Certified Solutions Architect Professional – Study Guide – Domain 2.0 Costing,AWS Certified Solutions Architect Professional – Study Guide – Domain 6.0: Security (20%),Achievement Unlocked : AWS Certified Solutions Architect Professional
-5833012379380837354,Rakuten é premiada como melhor plataforma de e-commerce do varejo brasileiro,A ESTRATÉGIA DA C&A PARA VENCER A CRISE - brweek,Portal Mercado & Consumo,Taco Bell chega ao Brasil no segundo semestre desse ano,Unilever cria e-commerce para lojas de bairro | EXAME.com,Nova versão do SAP Hybris Commerce vai ser apresentada durante o Forum E-Commerce Brasil 2016 - B!T magazine
-5829979886567267504,"IoT Insurance: Trends in Home, Life & Auto Insurance Industries",The Digital Transformation Playbook: Rethink Your Business for the Digital Age (Columbia Business School Publishing) eBook Kindle,Digital Leadership Is Not an Optional Part of Being a CEO,Accenture and Adboe team on customer enegagement,"The new, scary face of auto insurance",The new tech talent you need to succeed in digital
-5829402940194444779,Introducing Mini Courses with MS Chatbots,Google planeja ferramentas de inteligência artificial para Raspberry Pi | Google Discovery,Create a Slack Bot to Interact with Your Wiki,Docker Online Meetup #46: Introduction to InfraKit - Docker Blog,How to Start a Telegram Bot With PHP,React v15.0.1 | React
-5826278791285476287,"""We only hire the best"" - Signal v. Noise",Inception (2010),"IDEO founder David Kelley talks design, Steve Jobs, cancer, and the importance of empathy",The best-and worst-places to be a working woman,7 lessons about finding the work you were meant to do,Accept questions from your audience when presenting in Google Slides
-5813211845057621660,Communication patterns in a Microservice world,Arquitetura de Microserviços habilitando APIs - Sensedia,Microservices - When to React Vs. Orchestrate - Capital One DevExchange,Twitter faz atualização em seu aplicativo Fabric para trazer mais funcionalidades às empresas e aos desenvolvedores de apps - Startupi,What makes a good (Android) Software Engineer,How to build cross-platform mobile apps using nothing more than a JSON markup
-5799839529845993396,"""Não, você não aceita a homossexualidade ainda...""",MG promove até dia 15 conferência sobre diversidade sexual e cidadania LGBT,Google HR chief Laszlo Bock leaving to launch startup,Lilly Wachowski Makes First Public Appearance Since Coming Out as Transgender,"No ""Altas Horas"", garoto filho de casal homoafetivo dá lição contra a homofobia",Brasileira do rúgbi é pedida em casamento durante premiação
-5791454671270548045,"Google Cloud Dataproc - the fast, easy and safe way to try Spark 2.0-preview | Google Cloud Big Data and Machine Learning Blog",How Green Was My Valley (1941),"AWS vs Packet.net Why we left AWS Benchmarking AWS's Network, Disk, and CPU Performance - Tiingo Thoughts",Ordering coffee in Italy: the 10 commandments,Joel on Software,To bot or not to bot
-5790539535722288419,Machines are learning to find concealed weapons in x-ray scans,"3 Industries That Will Be Transformed By AI, Machine Learning And Big Data In The Next Decade",Deep Learning AI for NASA Powers Earth Robots,Machine Learning and the VP Debate,This Super Accurate Portrait Selection Tech Uses Neural Networks,The Competitive Landscape for Machine Intelligence
-5786811453218931415,Meninos com Down abrem a própria empresa de pizzas e fazem o maior sucesso em eventos,"Entrevista com Alejandro Formanchuk: ""Funcionário não é público interno - é ator extremo"" - Blog do Love Mondays",Google HR chief Laszlo Bock leaving to launch startup,De piada sobre TPM a servir cafezinho: como lidar com machismo no trabalho?,Susan Wojcicki on the Effectiveness of Empowering Ads on YouTube,Sign Up for Mike Cohn's Best Content
